1 0.352941
1 0.377935
1 0.392221
1 0.396889
1 0.392221
1 0.377935
1 0.352941

2 0.480764
2 0.168067
2 -0.312877
2 -0.540283
2 -0.316811
2 0.161472
2 0.473687

3 -0.477465
3 -0.446018
3 -0.267463
3 -0.00192554
3 0.265219
3 0.447192
3 0.480867

4 0.360512
4 -0.463704
4 -0.139633
4 0.518765
4 -0.141207
4 -0.464227
4 0.361869

5 0.456964
5 -0.194856
5 -0.486205
5 -0.0340502
5 0.548047
5 0.149808
5 -0.439161

6 0.0720642
6 -0.313373
6 0.539854
6 -0.527012
6  0.40628
6 -0.356952
6 0.186927

7  -0.2622
7 0.520097
7 -0.400302
7 -0.000333798
7 0.400903
7 -0.520527
7 0.262367

