1 18243.714844 0.199370 3637.245605
2 621.686829 0.371611 3644.581299
3 259.980286 0.351325 3659.535156
4 149.161148 0.365453 3651.375244
5 101.443024 0.351439 3663.373047
6 70.948158 0.366518 3655.933105
7 53.849663 0.352502 3664.314697
8 40.336113 0.367701 3658.763672
9 32.078972 0.353637 3664.527832
10 24.855993 0.368969 3660.559570
11 20.290197 0.354814 3664.530762
12 16.050665 0.370224 3661.720459
13 13.329203 0.355937 3664.478516
14 10.696131 0.371374 3662.484619
15 8.992587 0.356941 3664.416748
16 7.292815 0.372410 3662.993896
17 6.189188 0.357813 3664.360107
18 5.060334 0.373306 3663.339844
19 4.326279 0.358571 3664.313232
20 3.560163 0.374100 3663.577637
21 3.061938 0.359236 3664.276367
22 2.533072 0.374812 3663.740967
23 2.189399 0.359804 3664.246826
24 1.819193 0.375432 3663.855957
25 1.579039 0.360241 3664.224121
26 1.316766 0.376013 3663.937012
27 1.147143 0.360637 3664.205078
28 0.959423 0.376523 3663.994873
29 0.838458 0.361117 3664.193848
30 0.703168 0.376824 3664.035400
31 0.616017 0.361582 3664.182617
32 0.518153 0.377101 3664.065918
33 0.454873 0.361953 3664.174316
34 0.383480 0.377297 3664.087158
35 0.337235 0.362265 3664.167969
36 0.284911 0.377335 3664.102539
37 0.250784 0.362857 3664.164062
38 0.212350 0.377568 3664.115479
39 0.187406 0.363191 3664.159668
40 0.158877 0.377604 3664.123291
41 0.140067 0.363825 3664.156494
42 0.119216 0.377312 3664.129150
43 0.105393 0.363624 3664.153809
44 0.089658 0.377279 3664.134521
45 0.078956 0.364417 3664.152344
46 0.067417 0.378766 3664.137939
47 0.059950 0.363014 3664.151611
48 0.050890 0.378853 3664.140625
49 0.045162 0.364842 3664.151367
50 0.038513 0.376081 3664.143066
51 0.034253 0.364247 3664.149902
52 0.029386 0.371140 3664.144043
53 0.025845 0.367012 3664.149414
54 0.022292 0.374883 3664.144775
55 0.019494 0.375954 3664.149170
56 0.017444 0.360486 3664.145264
57 0.014819 0.383476 3664.149658
58 0.013435 0.360463 3664.145996
59 0.011565 0.376261 3664.148438
60 0.010475 0.353872 3664.146240
61 0.008498 0.406879 3664.148438
62 0.008378 0.338079 3664.146729
63 0.006494 0.415876 3664.148682
64 0.006348 0.339388 3664.146973
65 0.004886 0.434348 3664.148438
66 0.004827 0.366337 3664.147705
67 0.003978 0.385181 3664.148438
68 0.003689 0.344044 3664.147217
69 0.003119 0.386551 3664.147949
70 0.003129 0.360296 3664.147461
71 0.002543 0.399840 3664.147949
72 0.002510 0.362285 3664.147705
73 0.002017 0.437990 3664.147949
74 0.002293 0.319638 3664.147461
75 0.001822 0.393731 3664.147949
76 0.001828 0.344244 3664.147461
77 0.001477 0.411884 3664.147705
78 0.001609 0.366647 3664.147461
79 0.001303 0.451037 3664.147461
80 0.001555 0.335117 3664.147217
81 0.001219 0.461973 3664.147461
82 0.001515 0.349669 3664.147461
83 0.001282 0.442447 3664.147461
84 0.001538 0.322498 3664.147461
85 0.001219 0.385008 3664.147705
86 0.001412 0.357564 3664.147705
87 0.001200 0.478652 3664.147705
88 0.001388 0.368928 3664.147461
89 0.001065 0.571887 3664.147705
90 0.001368 0.369684 3664.147705
91 0.001195 0.452069 3664.147705
92 0.001384 0.347296 3664.147705
93 0.001213 0.407799 3664.147949
94 0.001288 0.382137 3664.147705
95 0.001354 0.378291 3664.147949
96 0.001474 0.367462 3664.147949
97 0.001204 0.424642 3664.147705
98 0.001323 0.390289 3664.147949
99 0.001336 0.377370 3664.147949
100 0.001427 0.369864 3664.147949
101 0.001199 0.448433 3664.147705
102 0.001535 0.350917 3664.147705
103 0.001242 0.407892 3664.147705
104 0.001414 0.356286 3664.147705
105 0.001228 0.420508 3664.147705
106 0.001296 0.394452 3664.147705
107 0.001355 0.363539 3664.147461
108 0.001046 0.528879 3664.147705
109 0.001245 0.392521 3664.147461
110 0.001332 0.365137 3664.147461
111 0.001106 0.478112 3664.147461
112 0.001397 0.331884 3664.147461
113 0.001115 0.440757 3664.147461
114 0.001329 0.327769 3664.147705
115 0.001183 0.403350 3664.147461
116 0.001424 0.334750 3664.147461
117 0.001153 0.430484 3664.147705
118 0.001313 0.381929 3664.147705
119 0.001442 0.328341 3664.147461
120 0.001187 0.480058 3664.147705
121 0.001445 0.342564 3664.147705
122 0.001130 0.432725 3664.147949
123 0.001251 0.378318 3664.147705
124 0.001361 0.319925 3664.147705
125 0.001127 0.491856 3664.147705
126 0.001307 0.351806 3664.147705
127 0.001139 0.437572 3664.147705
128 0.001395 0.322840 3664.147705
129 0.001128 0.387792 3664.147705
130 0.001283 0.363943 3664.147705
131 0.001014 0.547878 3664.147705
132 0.001225 0.435776 3664.147705
133 0.001233 0.392358 3664.147461
134 0.001367 0.343922 3664.147461
135 0.001083 0.472014 3664.147705
136 0.001284 0.367757 3664.147461
137 0.001081 0.543259 3664.147461
138 0.001363 0.373192 3664.147461
139 0.001068 0.455794 3664.147217
140 0.001292 0.341287 3664.147461
141 0.001018 0.558043 3664.147461
142 0.001167 0.435236 3664.147461
143 0.001191 0.411188 3664.147461
144 0.001267 0.377459 3664.147461
145 0.001393 0.327482 3664.147705
146 0.001145 0.441789 3664.147705
147 0.001377 0.347779 3664.147461
148 0.001091 0.512360 3664.147705
149 0.001223 0.391861 3664.147461
150 0.001271 0.395002 3664.147461
151 0.001261 0.364486 3664.147705
152 0.001022 0.521786 3664.147705
153 0.001256 0.405136 3664.147705
154 0.001294 0.380469 3664.147705
155 0.001375 0.323269 3664.147705
156 0.001162 0.452860 3664.147461
157 0.001378 0.346512 3664.147461
158 0.001119 0.476165 3664.147461
159 0.001319 0.345710 3664.147461
160 0.001113 0.499143 3664.147461
161 0.001344 0.357514 3664.147461
162 0.001098 0.460924 3664.147705
163 0.001288 0.377600 3664.147461
164 0.001380 0.348449 3664.147461
165 0.001189 0.429207 3664.147461
166 0.001256 0.380560 3664.147461
167 0.001256 0.352915 3664.147705
168 0.001026 0.540943 3664.147461
169 0.001246 0.406867 3664.147705
170 0.001236 0.369216 3664.147461
171 0.001021 0.508807 3664.147705
172 0.001260 0.373507 3664.147705
173 0.001105 0.451691 3664.147705
174 0.001385 0.335985 3664.147705
175 0.001171 0.442334 3664.147461
176 0.001437 0.331096 3664.147705
177 0.001142 0.433300 3664.147705
178 0.001244 0.384132 3664.147705
179 0.001374 0.338135 3664.147705
180 0.001162 0.412701 3664.147705
181 0.001376 0.350128 3664.147705
182 0.001082 0.437673 3664.147705
183 0.001341 0.339311 3664.147705
184 0.001055 0.487464 3664.147705
185 0.001271 0.375395 3664.147705
186 0.001371 0.358709 3664.147705
187 0.001056 0.490435 3664.147461
188 0.001307 0.368500 3664.147705
189 0.001129 0.467879 3664.147705
190 0.001399 0.349644 3664.147705
191 0.001105 0.431306 3664.147705
192 0.001241 0.423015 3664.147705
193 0.001250 0.352255 3664.147705
194 0.001054 0.451529 3664.147705
195 0.001242 0.346949 3664.147705
196 0.001000 0.446022 3664.147949
197 0.001225 0.336315 3664.147705
198 0.000983 0.450990 3664.147705
199 0.001197 0.356275 3664.147949
200 0.001005 0.432604 3664.147949
201 0.001178 0.405888 3664.147705
202 0.001236 0.370174 3664.147705
203 0.001008 0.484106 3664.147705
204 0.001258 0.378743 3664.147705
205 0.001308 0.374190 3664.147949
206 0.001100 0.515050 3664.147949
207 0.001309 0.384019 3664.147949
208 0.001340 0.376681 3664.147705
209 0.001412 0.342181 3664.147949
210 0.001121 0.413999 3664.147705
211 0.001327 0.355221 3664.147461
212 0.001148 0.481671 3664.147461
213 0.001397 0.334015 3664.147217
214 0.001209 0.452471 3664.147461
215 0.001453 0.328120 3664.147217
216 0.001174 0.405620 3664.147461
217 0.001325 0.337834 3664.147461
218 0.001111 0.445900 3664.147461
219 0.001481 0.342309 3664.147461
220 0.001208 0.460846 3664.147705
221 0.001416 0.339746 3664.147705
222 0.001063 0.503421 3664.147949
223 0.001299 0.364646 3664.147705
224 0.001039 0.500847 3664.148193
225 0.001241 0.357665 3664.147705
226 0.000998 0.533939 3664.147949
227 0.001125 0.378538 3664.147705
228 0.001156 0.391127 3664.147705
229 0.001269 0.356933 3664.147705
230 0.001033 0.528675 3664.147949
231 0.001252 0.394446 3664.147949
232 0.001264 0.356765 3664.147949
233 0.000926 0.579824 3664.147949
234 0.001209 0.403607 3664.147949
235 0.001283 0.354366 3664.147705
236 0.001054 0.488912 3664.147949
237 0.001338 0.358871 3664.147705
238 0.001083 0.441843 3664.147949
239 0.001320 0.342634 3664.147705
240 0.001012 0.514985 3664.147949
241 0.001262 0.381273 3664.147705
242 0.001364 0.369434 3664.147705
243 0.001089 0.500480 3664.147461
244 0.001318 0.350428 3664.147705
245 0.001121 0.431155 3664.147461
246 0.001168 0.403256 3664.147461
247 0.001260 0.336783 3664.147217
248 0.001167 0.426944 3664.147217
249 0.001232 0.358824 3664.147217
250 0.001077 0.462441 3664.147705
251 0.001415 0.344393 3664.147461
252 0.001169 0.432664 3664.147705
253 0.001161 0.395195 3664.147461
254 0.001322 0.361696 3664.147461
255 0.001149 0.466007 3664.147705
256 0.001345 0.344217 3664.147705
257 0.001075 0.516253 3664.147705
258 0.001235 0.371316 3664.147949
259 0.000998 0.464160 3664.147705
260 0.001280 0.351247 3664.147949
261 0.001112 0.410268 3664.147705
262 0.001177 0.385996 3664.147949
263 0.001203 0.377651 3664.147949
264 0.001342 0.356873 3664.147705
265 0.001158 0.474484 3664.147461
266 0.001366 0.329484 3664.147461
267 0.001112 0.408975 3664.147461
268 0.001308 0.384269 3664.147461
269 0.001413 0.334289 3664.147461
270 0.001123 0.432829 3664.147461
271 0.001193 0.438396 3664.147217
272 0.001279 0.363855 3664.147461
273 0.001003 0.566944 3664.147461
274 0.001345 0.364513 3664.147461
275 0.001112 0.483272 3664.147461
276 0.001280 0.361998 3664.147705
277 0.001052 0.504466 3664.147705
278 0.001330 0.348130 3664.147705
279 0.001144 0.426174 3664.147705
280 0.001199 0.377965 3664.147705
281 0.001245 0.352984 3664.147461
282 0.001036 0.468613 3664.147705
283 0.001269 0.337465 3664.147705
284 0.001008 0.454511 3664.147705
285 0.001242 0.351822 3664.147705
286 0.000936 0.494114 3664.147949
287 0.001242 0.347045 3664.147705
288 0.000997 0.489067 3664.147949
289 0.001148 0.380287 3664.147705
290 0.001298 0.397528 3664.147705
291 0.001413 0.360974 3664.147705
292 0.001083 0.480289 3664.147461
293 0.001262 0.365490 3664.147461
294 0.000967 0.561957 3664.147461
295 0.001191 0.419905 3664.147461
296 0.001266 0.369394 3664.147217
297 0.000966 0.501337 3664.147217
298 0.001120 0.410064 3664.147217
299 0.001170 0.403047 3664.147217
300 0.001169 0.384940 3664.147217
301 0.001233 0.348742 3664.147217
302 0.001004 0.481455 3664.147217
303 0.001255 0.366391 3664.147461
304 0.001041 0.493284 3664.147217
305 0.001251 0.395672 3664.147461
306 0.001183 0.366541 3664.147461
307 0.001009 0.554286 3664.147461
308 0.001247 0.360298 3664.147461
309 0.001066 0.474648 3664.147217
310 0.001295 0.361099 3664.147461
311 0.001069 0.411521 3664.147705
312 0.001226 0.406239 3664.147705
313 0.001333 0.369367 3664.147705
314 0.001028 0.497870 3664.147461
315 0.001199 0.397606 3664.147461
316 0.001200 0.368077 3664.147461
317 0.001004 0.543354 3664.147461
318 0.001309 0.366432 3664.147461
319 0.001088 0.412630 3664.147705
320 0.001204 0.386802 3664.147705
321 0.001203 0.361474 3664.147705
322 0.001075 0.492126 3664.147705
323 0.001308 0.335361 3664.147705
324 0.001057 0.472645 3664.147461
325 0.001317 0.336562 3664.147461
326 0.001093 0.436145 3664.147705
327 0.001252 0.403662 3664.147705
328 0.001309 0.374455 3664.147949
329 0.001095 0.468865 3664.147705
330 0.001335 0.342020 3664.147705
331 0.001100 0.440337 3664.147705
332 0.001279 0.344879 3664.147461
333 0.001086 0.467957 3664.147461
334 0.001354 0.376073 3664.147705
335 0.001400 0.341475 3664.147705
336 0.001137 0.435159 3664.147461
337 0.001214 0.366102 3664.147705
338 0.001050 0.516936 3664.147461
339 0.001244 0.389386 3664.147461
340 0.001308 0.372063 3664.147705
341 0.001038 0.465927 3664.147705
342 0.001285 0.362665 3664.147949
343 0.000993 0.468007 3664.147949
344 0.001267 0.355684 3664.147949
345 0.001079 0.510572 3664.148193
346 0.001217 0.378498 3664.147949
347 0.001268 0.370526 3664.148193
348 0.001082 0.459256 3664.147949
349 0.001332 0.332112 3664.147949
350 0.001155 0.404213 3664.147705
351 0.001272 0.368649 3664.147461
352 0.001064 0.472036 3664.147705
353 0.001378 0.365183 3664.147705
354 0.001179 0.434162 3664.147705
355 0.001260 0.360132 3664.147705
356 0.001055 0.425178 3664.147705
357 0.001198 0.402768 3664.147949
358 0.001237 0.382320 3664.147705
359 0.001363 0.339232 3664.147705
360 0.001069 0.458310 3664.147705
361 0.001257 0.353936 3664.147705
362 0.001073 0.435366 3664.147705
363 0.001211 0.383948 3664.147705
364 0.001354 0.351946 3664.147705
365 0.001055 0.461750 3664.147705
366 0.001342 0.347626 3664.147705
367 0.001120 0.435883 3664.147705
368 0.001245 0.367716 3664.147949
369 0.000980 0.502430 3664.147705
370 0.001209 0.402334 3664.147705
371 0.001257 0.370395 3664.147705
372 0.001022 0.498564 3664.147705
373 0.001310 0.356944 3664.147705
374 0.001077 0.458775 3664.147949
375 0.001322 0.330900 3664.147705
376 0.001152 0.403367 3664.147705
377 0.001253 0.345457 3664.147705
378 0.001091 0.446797 3664.147949
379 0.001381 0.349645 3664.147705
380 0.001132 0.449484 3664.147705
381 0.001366 0.360159 3664.147705
382 0.001092 0.395579 3664.147705
383 0.001226 0.382670 3664.147461
384 0.001212 0.353649 3664.147461
385 0.000964 0.501198 3664.147217
386 0.001245 0.381100 3664.147461
387 0.001414 0.323662 3664.147705
388 0.001190 0.422134 3664.147705
389 0.001385 0.343067 3664.147461
390 0.001159 0.439843 3664.147461
391 0.001384 0.342918 3664.147461
392 0.001144 0.441392 3664.147705
393 0.001354 0.321336 3664.147705
394 0.001073 0.423898 3664.147705
395 0.001233 0.376585 3664.147705
396 0.001309 0.353862 3664.147949
397 0.001039 0.426101 3664.147949
398 0.001197 0.364447 3664.147705
399 0.001023 0.531725 3664.147461
400 0.001218 0.386626 3664.147461
401 0.001377 0.349609 3664.147461
402 0.001141 0.421455 3664.147705
403 0.001299 0.368308 3664.147461
404 0.001063 0.455755 3664.147461
405 0.001362 0.318798 3664.147705
406 0.001100 0.399480 3664.147705
407 0.001182 0.385455 3664.147461
408 0.001215 0.373160 3664.147461
409 0.000987 0.526201 3664.147461
410 0.001203 0.410624 3664.147461
411 0.001258 0.375297 3664.147461
412 0.001440 0.349317 3664.147461
413 0.001157 0.464340 3664.147461
414 0.001358 0.357094 3664.147461
415 0.001134 0.419592 3664.147705
416 0.001241 0.366360 3664.147705
417 0.000998 0.499062 3664.147949
418 0.001281 0.395281 3664.147705
419 0.001364 0.342302 3664.147705
420 0.001074 0.464009 3664.147461
421 0.001331 0.356964 3664.147705
422 0.001069 0.404639 3664.147461
423 0.001181 0.367329 3664.147705
424 0.000988 0.454451 3664.147705
425 0.001269 0.344331 3664.147949
426 0.001103 0.439120 3664.147461
427 0.001293 0.347257 3664.147461
428 0.001042 0.468050 3664.147461
429 0.001258 0.359202 3664.147461
430 0.001084 0.461865 3664.147461
431 0.001333 0.344743 3664.147705
432 0.001143 0.381769 3664.147705
433 0.001193 0.355514 3664.147705
434 0.001038 0.396140 3664.147461
435 0.001161 0.389628 3664.147705
436 0.001222 0.369217 3664.147705
437 0.000964 0.492859 3664.147461
438 0.001212 0.373134 3664.147705
439 0.001036 0.428292 3664.147705
440 0.001153 0.378350 3664.147705
441 0.001198 0.370836 3664.147461
442 0.001014 0.445886 3664.147461
443 0.001167 0.344446 3664.147705
444 0.001003 0.422093 3664.147705
445 0.001117 0.380908 3664.147705
446 0.001257 0.346325 3664.147705
447 0.001098 0.420639 3664.147705
448 0.001206 0.383820 3664.147705
449 0.001208 0.361363 3664.147705
450 0.001005 0.483229 3664.147705
451 0.001257 0.350276 3664.147705
452 0.001054 0.412814 3664.147705
453 0.001157 0.366611 3664.147705
454 0.001015 0.500127 3664.147705
455 0.001270 0.362298 3664.147461
456 0.001077 0.444544 3664.147705
457 0.001225 0.362781 3664.147705
458 0.000971 0.458858 3664.147705
459 0.001194 0.336018 3664.147705
460 0.000994 0.455633 3664.147705
461 0.001238 0.363203 3664.147949
462 0.001040 0.421519 3664.147949
463 0.001147 0.400358 3664.147949
464 0.001184 0.381040 3664.147705
465 0.001254 0.338601 3664.147705
466 0.000980 0.465051 3664.147705
467 0.001261 0.343015 3664.147705
468 0.001080 0.498792 3664.147705
469 0.001319 0.357103 3664.147705
470 0.001124 0.450016 3664.147705
471 0.001327 0.364891 3664.147705
472 0.001102 0.418843 3664.147705
473 0.001191 0.386200 3664.147705
474 0.001314 0.385352 3664.147705
475 0.001354 0.342001 3664.147705
476 0.001074 0.457124 3664.147705
477 0.001291 0.343621 3664.147461
478 0.001061 0.398048 3664.147217
479 0.001250 0.378882 3664.147705
480 0.001415 0.338118 3664.147705
481 0.001129 0.395107 3664.147461
482 0.001327 0.347126 3664.147461
483 0.001123 0.456414 3664.147461
484 0.001363 0.327519 3664.147461
485 0.001114 0.458241 3664.147705
486 0.001338 0.340032 3664.147461
487 0.001114 0.400846 3664.147461
488 0.001241 0.352687 3664.147461
489 0.001059 0.407155 3664.147461
490 0.001281 0.356403 3664.147461
491 0.001160 0.411147 3664.147705
492 0.001231 0.361879 3664.147705
493 0.001038 0.477852 3664.147705
494 0.001297 0.328398 3664.147705
495 0.001018 0.445326 3664.147705
496 0.001191 0.358944 3664.147705
497 0.001003 0.509030 3664.147705
498 0.001212 0.394849 3664.147705
499 0.001229 0.396559 3664.147461
500 0.001286 0.360665 3664.147461
