 0               0               0               0               0               0               0               0  1         3.58916     0.000548461     1.91495e-05     7.70181e-07     7.69696e-07    -3.96427e-16    -3.96427e-16 
 2         3.59582        0.282512        0.121709       0.0870469       0.0865952        0.170974      0.00853387 
 3         3.59586        0.284531        0.122242        0.106767       0.0865952        0.170974       0.0981544 
 4         3.59586        0.284903        0.122514        0.418951       0.0865952        0.170974       0.0981544 
 5         3.59586        0.284972         0.12265        0.584849       0.0865952        0.170974       0.0981544 
 6         3.59586        0.284985        0.122719        0.590257       0.0865952        0.170974       0.0981544 
 7         3.59586        0.284987        0.122753        0.590375       0.0865952        0.170974       0.0981544 
 8         3.59586        0.284988         0.12277        0.590378       0.0865952        0.170974       0.0981544 
 9         3.59586        0.284988        0.122778        0.590378       0.0865952        0.170974       0.0981544 
10         3.59586        0.284988        0.122782        0.590378       0.0865952        0.170974       0.0981544 
11         3.59586        0.284988        0.122784        0.590378       0.0865952        0.170974       0.0981544 
12         3.59586        0.284988        0.122786        0.590378       0.0865952        0.170974       0.0981544 
