0.000000	1.000000
0.020000	1.000000
0.040000	0.999603
0.060000	0.998813
0.080000	0.997633
0.100000	0.996066
0.120000	0.994117
0.140000	0.991789
0.160000	0.989085
0.180000	0.986011
0.200000	0.982570
0.220000	0.978766
0.240000	0.974604
0.260000	0.970089
0.280000	0.965224
0.300000	0.960015
0.320000	0.954467
0.340000	0.948583
0.360000	0.942371
0.380000	0.935833
0.400000	0.928976
0.420000	0.921805
0.440000	0.914325
0.460000	0.906542
0.480000	0.898461
0.500000	0.890087
0.520000	0.881427
0.540000	0.872486
0.560000	0.863270
0.580000	0.853784
0.600000	0.844035
0.620000	0.834028
0.640000	0.823770
0.660000	0.813266
0.680000	0.802523
0.700000	0.791547
0.720000	0.780344
0.740000	0.768921
0.760000	0.757282
0.780000	0.745436
0.800000	0.733388
0.820000	0.721145
0.840000	0.708712
0.860000	0.696098
0.880000	0.683307
0.900000	0.670346
0.920000	0.657222
0.940000	0.643942
0.960000	0.630512
0.980000	0.616938
1.000000	0.603227
1.020000	0.589385
1.040000	0.575420
1.060000	0.561337
1.080000	0.547143
1.100000	0.532844
1.120000	0.518448
1.140000	0.503960
1.159999	0.489387
1.179999	0.474736
1.199999	0.460013
1.219999	0.445224
1.239999	0.430375
1.259999	0.415474
1.279999	0.400526
1.299999	0.385538
1.319999	0.370516
1.339999	0.355466
1.359999	0.340394
1.379999	0.325307
1.399999	0.310211
1.419999	0.295111
1.439999	0.280015
1.459999	0.264926
1.479999	0.249853
1.499999	0.234800
1.519999	0.219773
1.539999	0.204778
1.559999	0.189821
1.579999	0.174908
1.599999	0.160043
1.619999	0.145233
1.639999	0.130483
1.659999	0.115798
1.679999	0.101184
1.699999	0.086645
1.719999	0.072188
1.739999	0.057816
1.759999	0.043536
1.779999	0.029352
1.799999	0.015269
1.819999	0.001291
1.839999	-0.012576
1.859999	-0.026328
1.879999	-0.039960
1.899999	-0.053469
1.919999	-0.066849
1.939999	-0.080096
1.959999	-0.093206
1.979999	-0.106176
1.999999	-0.119000
2.019999	-0.131675
2.039999	-0.144198
2.059999	-0.156564
2.079999	-0.168769
2.099999	-0.180811
2.119999	-0.192685
2.139999	-0.204389
2.159999	-0.215919
2.179999	-0.227271
2.199999	-0.238444
2.219999	-0.249433
2.239999	-0.260236
2.259999	-0.270849
2.279999	-0.281271
2.299999	-0.291499
2.319999	-0.301530
2.339998	-0.311362
2.359998	-0.320992
2.379998	-0.330418
2.399998	-0.339639
2.419998	-0.348651
2.439998	-0.357454
2.459998	-0.366045
2.479998	-0.374422
2.499998	-0.382585
2.519998	-0.390531
2.539998	-0.398259
2.559998	-0.405767
2.579998	-0.413055
2.599998	-0.420121
2.619998	-0.426965
2.639998	-0.433585
2.659998	-0.439980
2.679998	-0.446150
2.699998	-0.452094
2.719998	-0.457811
2.739998	-0.463302
2.759998	-0.468565
2.779998	-0.473600
2.799998	-0.478407
2.819998	-0.482987
2.839998	-0.487338
2.859998	-0.491462
2.879998	-0.495358
2.899998	-0.499027
2.919998	-0.502468
2.939998	-0.505682
2.959998	-0.508671
2.979998	-0.511433
2.999998	-0.513971
3.019998	-0.516285
3.039998	-0.518376
3.059998	-0.520245
3.079998	-0.521892
3.099998	-0.523319
3.119998	-0.524527
3.139998	-0.525518
3.159998	-0.526292
3.179998	-0.526851
3.199998	-0.527197
3.219998	-0.527331
3.239998	-0.527254
3.259998	-0.526969
3.279998	-0.526477
3.299998	-0.525781
3.319998	-0.524881
3.339998	-0.523780
3.359998	-0.522479
3.379997	-0.520982
3.399997	-0.519290
3.419997	-0.517406
3.439997	-0.515331
3.459997	-0.513068
3.479997	-0.510620
3.499997	-0.507988
3.519997	-0.505176
3.539997	-0.502185
3.559997	-0.499019
3.579997	-0.495680
3.599997	-0.492171
3.619997	-0.488495
3.639997	-0.484653
3.659997	-0.480650
3.679997	-0.476489
3.699997	-0.472171
3.719997	-0.467700
3.739997	-0.463079
3.759997	-0.458310
3.779997	-0.453398
3.799997	-0.448345
3.819997	-0.443154
3.839997	-0.437829
3.859997	-0.432372
3.879997	-0.426787
3.899997	-0.421077
3.919997	-0.415245
3.939997	-0.409294
3.959997	-0.403229
3.979997	-0.397052
3.999997	-0.390766
4.019997	-0.384375
4.039997	-0.377882
4.059997	-0.371291
4.079997	-0.364604
4.099997	-0.357827
4.119997	-0.350961
4.139997	-0.344010
4.159997	-0.336978
4.179997	-0.329868
4.199997	-0.322683
4.219997	-0.315428
4.239997	-0.308105
4.259997	-0.300718
4.279997	-0.293270
4.299997	-0.285765
4.319997	-0.278206
4.339997	-0.270597
4.359997	-0.262941
4.379997	-0.255241
4.399997	-0.247501
4.419997	-0.239724
4.439997	-0.231914
4.459997	-0.224074
4.479997	-0.216207
4.499997	-0.208317
4.519997	-0.200406
4.539997	-0.192479
4.559997	-0.184539
4.579997	-0.176588
4.599997	-0.168631
4.619997	-0.160669
4.639997	-0.152707
4.659997	-0.144748
4.679996	-0.136794
4.699996	-0.128849
4.719996	-0.120917
4.739996	-0.112999
4.759996	-0.105099
4.779996	-0.097220
4.799996	-0.089365
4.819996	-0.081537
4.839996	-0.073739
4.859996	-0.065973
4.879996	-0.058243
4.899996	-0.050551
4.919996	-0.042900
4.939996	-0.035293
4.959996	-0.027732
4.979996	-0.020220
4.999996	-0.012760
5.019996	-0.005354
5.039996	0.001995
5.059996	0.009286
5.079996	0.016515
5.099996	0.023679
5.119996	0.030778
5.139996	0.037808
5.159996	0.044767
5.179996	0.051654
5.199996	0.058465
5.219996	0.065199
5.239996	0.071853
5.259996	0.078426
5.279996	0.084916
5.299996	0.091321
5.319996	0.097639
5.339996	0.103868
5.359996	0.110006
5.379996	0.116051
5.399996	0.122003
5.419996	0.127859
5.439996	0.133618
5.459996	0.139278
5.479996	0.144838
5.499996	0.150297
5.519996	0.155652
5.539996	0.160904
5.559996	0.166049
5.579996	0.171088
5.599996	0.176019
5.619996	0.180841
5.639996	0.185553
5.659996	0.190154
5.679996	0.194643
5.699996	0.199020
5.719995	0.203282
5.739995	0.207430
5.759995	0.211463
5.779995	0.215380
5.799995	0.219180
5.819995	0.222863
5.839995	0.226429
5.859995	0.229876
5.879995	0.233205
5.899995	0.236415
5.919995	0.239505
5.939995	0.242476
5.959995	0.245328
5.979995	0.248059
5.999995	0.250670
6.019995	0.253161
6.039995	0.255532
6.059995	0.257782
6.079995	0.259913
6.099995	0.261923
6.119995	0.263813
6.139995	0.265584
6.159995	0.267235
6.179995	0.268767
6.199995	0.270181
6.219995	0.271476
6.239995	0.272653
6.259995	0.273712
6.279995	0.274654
6.299995	0.275480
6.319995	0.276190
6.339995	0.276785
6.359995	0.277265
6.379995	0.277632
6.399995	0.277885
6.419995	0.278026
6.439995	0.278056
6.459995	0.277975
6.479995	0.277785
6.499995	0.277485
6.519995	0.277078
6.539995	0.276565
6.559995	0.275946
6.579995	0.275222
6.599995	0.274394
6.619995	0.273465
6.639995	0.272434
6.659995	0.271303
6.679995	0.270074
6.699995	0.268747
6.719995	0.267325
6.739995	0.265807
6.759995	0.264196
6.779994	0.262493
